Incident Type,Complaint Tracking Number,Date Complaint Occurred,Date Complaint Received by NOPD (PIB),Date Complaint Investigation Complete,Complaint classification,Investigation status,Disposition,Bureau of Complainant,Division of Complainant,Unit of Complainant,Unit Additional Details of Complainant,Working Status of Complainant,Shift of Complainant,Rule Violation,Paragraph Violation,Unique Officer Allegation ID,Officer Race Ethnicity,Officer Gender,Officer Age,Officer years of service,Complainant Gender,Complainant Ethnicity,Complainant Age
Public Initiated,2022-0326-P,2022-07-19,2022-08-01,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,SOD,Traffic,Motorcycle 2,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66044,Black,Male,54,,Female,White,
Rank Initiated,2022-0333-R,2022-07-24,2022-07-25,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,66048,Black,Female,46,,,,
Rank Initiated,2022-0348-R,2022-01-11,2022-07-28,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,7th District,Patrol,Regular Working,Between 3pm-11pm,RULE 6: OFFICIAL INFO,PARAGRAPH 02 - FALSE OR INACCURATE REPORTS,66055,Not Specified,Male,31,,,,
Public Initiated,2022-0322-P,2022-08-28,2022-08-02,2022-10-03,Mediation,Completed,Withdrawn - Mediation,ISB - Investigative Services Bureau,CID,Sex Crimes,1st Platoon,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66058,Black,Female,38,,Female,White,21
Public Initiated,2022-0334-P,2022-01-23,2022-08-02,2022-11-28,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66065,White,Male,32,,Female,White,65
Public Initiated,2022-0334-P,2022-01-23,2022-08-02,2022-11-28,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66066,White,Male,43,,Female,White,65
Public Initiated,2022-0328-P,2022-07-21,2022-08-02,,DI-1,Active,Pending,FOB - Field Operations Bureau,2nd District,Night Watch,Night Watch,DUI 2009-0665-R,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66068,Black,Male,49,,Male,Black,21
Public Initiated,2022-0344-P,2022-07-13,2022-07-28,,DI-1,Active,Pending,ISB - Investigative Services Bureau,SID,Other Support,Court Liaison,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - AUTHORIZED FORCE,66072,Black,Male,55,,Male,Black,
Rank Initiated,2022-0343-R,2022-07-28,2022-08-04,,DI-1,Active,Pending,FOB - Field Operations Bureau,SOD,Traffic,DWI Unit,Regular Working,Between 11pm-7am,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,66078,Black,Male,30,,,,
Rank Initiated,2022-0332-R,2022-07-22,2022-08-04,2022-12-11,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 05 - CEASING TO PERFORM BEFORE END OF SHIFT,66083,White,Male,23,,,,
Public Initiated,,,2022-08-04,,,Initial,Pending,,,,,,,,,,,,,,,,
Public Initiated,,,2022-08-04,,,Initial,Pending,,,,,,,,,,,,,,,,
Public Initiated,2022-0329-P,2022-06-24,2022-08-04,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66085,Black,Female,36,,Female,Black,74
Public Initiated,2022-0336-P,2022-05-06,2022-08-08,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Communications,FOB,APR,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66104,Black,Male,27,,Female,White,25
Public Initiated,2022-0350-P,,2022-07-28,,DI-1,Forwarded,Pending,PIB - Public Integrity Bureau,Integrity,Integrity,Staff,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66105,Black,Female,,,Male,White,
Public Initiated,2022-0337-P,,2022-08-09,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66108,Black,Male,,,,,
Public Initiated,2022-0346-P,,2022-08-09,,DI-1,Forwarded,Pending,PIB - Public Integrity Bureau,Integrity,Integrity,Staff,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66109,Black,Female,,,,,
Rank Initiated,2022-0363-R,2022-07-31,2022-08-09,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Regular Working,Between 7am-7pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66141,White,Male,46,,,,
Rank Initiated,2022-0363-R,2022-07-31,2022-08-09,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Regular Working,Between 7am-7pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66143,Black,Male,22,,,,
Rank Initiated,2022-0363-R,2022-07-31,2022-08-09,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Regular Working,Between 7am-7pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66144,Black,Male,37,,,,
Public Initiated,2022-0352-P,2022-07-21,2022-08-12,2022-10-13,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66153,Black,Female,35,,Male,Black,42
Public Initiated,2022-0352-P,2022-07-21,2022-08-12,2022-10-13,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66154,Black,Female,38,,Male,Black,42
Public Initiated,2022-0352-P,2022-07-21,2022-08-12,2022-10-13,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66155,Hispanic,Male,30,,Male,Black,42
Public Initiated,2022-0352-P,2022-07-21,2022-08-12,2022-10-13,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66156,Black,Male,34,,Male,Black,42
Public Initiated,2022-0354-P,2022-07-09,2022-08-12,2022-09-15,DI-1,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66158,White,Male,35,,Female,Black,
Public Initiated,,,2022-08-12,,,Initial,Pending,,,,,,,,,,,,,,,,
Public Initiated,2022-0349-P,,2022-08-12,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Reserves,Reserves,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66160,Black,Male,,,,,
Public Initiated,2022-0338-P,2022-07-20,2022-08-12,,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Homicide,Squad A,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,66161,White,Male,36,,F,B,
Public Initiated,2022-0338-P,2022-07-20,2022-08-12,,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Homicide,Squad A,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,66162,White,Male,32,,F,B,
Public Initiated,2022-0338-P,2022-07-20,2022-08-12,,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Homicide,Squad A,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,66163,Hispanic,Male,45,,F,B,
Public Initiated,2022-0338-P,2022-07-20,2022-08-12,,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Homicide,Squad A,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,66164,White,Male,54,,F,B,
Public Initiated,2022-0338-P,2022-07-20,2022-08-12,,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,CID,Homicide,Squad A,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,66166,Black,Female,42,,F,B,
Public Initiated,2022-0362-P,2022-07-26,2022-08-12,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66172,White,Male,35,,Female,White,
Public Initiated,2022-0362-P,2022-07-26,2022-08-12,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66178,White,Female,30,,Female,White,
Public Initiated,2022-0362-P,2022-07-26,2022-08-12,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66176,Not Specified,Male,34,,Female,White,
Public Initiated,2022-0353-P,2022-08-01,2022-08-12,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,66174,White,Male,30,,Male,Black,25
Public Initiated,2022-0339-P,2022-07-26,2022-08-15,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,Second Watch,Second Watch,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,66184,Black,Male,34,,Male,Black,22
Rank Initiated,2022-0345-P,2022-07-28,2022-08-16,2022-09-23,Duplicate,Completed,Other,FOB - Field Operations Bureau,7th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,,,66202,Black,Male,46,,Male,,
Rank Initiated,,,2022-08-10,,,Initial,Pending,,,,,,,,,,,,,,,,
Rank Initiated,2022-0365-R,2022-08-02,2022-08-10,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66210,Black,Male,59,,,,
Rank Initiated,2022-0365-R,2022-08-02,2022-08-10,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66212,Black,Female,39,,,,
Public Initiated,2022-0347-P,2022-07-28,2022-08-17,2022-09-23,Duplicate,Completed,Other,FOB - Field Operations Bureau,7th District,Staff,Staff Other,Unknown Working Status,Unknown Shift Hours,,,66216,Black,Male,39,,Male,Black,
Rank Initiated,2022-0368-R,2022-08-10,2022-08-12,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,3rd District,Second Watch,Second Watch,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,66219,White,Male,31,,Male,Black,
Public Initiated,2022-0364-P,2022-06-23,2022-08-09,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Multi-Agency Gang Unit,,Regular Working,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 05 - VERBAL INTIMIDATION,66226,Black,Male,40,,Female,Black,38
Rank Initiated,2022-0367-R,2022-08-10,2022-08-10,2022-10-13,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,6th District,Reassignment/LTD,Reassignment/LTD,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 08 - Use of Alchohol/Drugs On Duty,66229,White,Male,43,,,,
Public Initiated,2022-0372-P,2022-08-13,2022-08-15,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66231,Black,Female,38,,Male,White,31
Rank Initiated,2022-0376-R,2022-08-03,2022-08-18,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66234,White,Male,37,,,,
Rank Initiated,2022-0376-R,2022-08-03,2022-08-18,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66236,Black,Male,32,,,,
Public Initiated,2022-0306-P,,2022-07-01,2022-08-17,DI-1,Completed,Unfounded,PIB - Public Integrity Bureau,Integrity,Integrity,Staff,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66249,Black,Female,,,Male,White,
Public Initiated,2022-0351-P,2022-07-24,2022-08-19,2023-01-07,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66251,Black,Male,39,,Female,Hispanic,
Rank Initiated,2022-0386-R,2022-08-17,2022-08-19,,,Forwarded,Pending,FOB - Field Operations Bureau,6th District,Second Watch,Second Watch,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,66261,White,Male,54,,Female,Black,43
Public Initiated,2022-0355-P,2022-02-01,2022-08-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66263,Black,Male,58,,Female,Black,54
Public Initiated,2022-0355-P,2022-02-01,2022-08-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66264,Black,Male,,,Female,Black,54
Public Initiated,2022-0355-P,2022-02-01,2022-08-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66265,Hispanic,Male,32,,Female,Black,54
Public Initiated,2022-0355-P,2022-02-01,2022-08-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66266,Black,Male,38,,Female,Black,54
Public Initiated,2022-0355-P,2022-02-01,2022-08-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66268,Black,Female,49,,Female,Black,54
Public Initiated,2022-0355-P,2022-02-01,2022-08-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66269,Black,Male,32,,Female,Black,54
Public Initiated,2022-0357-P,2022-08-03,2022-08-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66271,Hispanic,Male,33,,Male,Black,34
Public Initiated,2022-0369-P,2022-08-09,2022-08-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66273,Black,Female,38,,Male,Black,
Public Initiated,2022-0369-P,2022-08-09,2022-08-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66275,Hispanic,Male,30,,Male,Black,
Rank Initiated,2022-0358-R,2022-07-27,2022-08-22,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66277,Not Specified,Male,31,,,,
Public Initiated,2022-0360-P,2022-07-27,2022-08-22,,DI-1,Forwarded,Pending,ISB - Investigative Services Bureau,SID,Other Support,Building Security,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,66279,Black,Male,50,,Male,Black,
Public Initiated,2022-0356-P,,2022-08-22,,Duplicate,Active,Pending,FOB - Field Operations Bureau,3rd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,,,66280,White,Male,,,Female,Black,
Rank Initiated,2022-0378-R,2022-08-12,2022-08-16,,DI-1,Forwarded,Pending,Office of the Superintendant,Superintendent,Superintendent,Other,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66283,Black,Female,54,,,,
Public Initiated,2022-0370-P,2022-05-31,2022-08-23,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,4th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66284,Black,Male,48,,Male,Black,
Public Initiated,2022-0359-P,2022-08-07,2022-08-24,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,66299,Black,Male,54,,Male,Black,
Public Initiated,2022-0384-R,2022-08-12,2022-08-19,,DI-1,Forwarded,Pending,MSB - Management Services Bureau,Personnel,Other,Other,Regular Working,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66315,Black,Female,40,,Sex-Unk,Race-Unknown,
Rank Initiated,,,2022-08-24,,,Initial,Pending,,,,,,,,,,,,,,,,
Rank Initiated,2022-0388-R,,2022-08-24,,DI-1,Active,Pending,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66318,White,Male,,,,,
Public Initiated,2022-0373-P,2020-08-14,2022-08-26,2022-10-28,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66320,White,Male,49,,Female,Black,38
Public Initiated,2022-0361-P,2022-03-12,2022-08-26,,DI-1,Active,Pending,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66322,White,Male,51,,Female,Black,21
Public Initiated,2022-0380-P,2020-08-17,2022-08-26,,DI-1,Forwarded,Pending,MSB - Management Services Bureau,RECRUITMENT,Staff,Staff,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,66329,White,Female,48,,M,Black,54
Public Initiated,,,2022-08-26,,,Initial,Pending,,,,,,,,,,,,,,,,
Public Initiated,2022-0391-P,2022-08-27,2022-08-26,2022-12-07,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,Night Watch,Patrol,Off Duty,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,66343,Black,Male,28,,Female,Black,28
Rank Initiated,2022-0381-R,2022-08-03,2022-08-29,,DI-1,Forwarded,Pending,MSB - Management Services Bureau,ADD,Limited Duty,Limited Duty,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 12 - RETALIATION,66354,White,Male,48,,,,
Rank Initiated,2022-0381-R,2022-08-03,2022-08-29,,DI-1,Forwarded,Pending,MSB - Management Services Bureau,ADD,Limited Duty,Limited Duty,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 12 - RETALIATION,66355,Hispanic,Male,53,,,,
Public Initiated,2022-0382-P,2022-08-17,2022-08-30,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Communications,FOB,APR,Regular Working,Unknown Shift Hours,RULE 5: REST ACTIVITIES,PARAGRAPH 02 - ASSOCIATIONS,66370,Black,Male,27,,Male,White,28
Public Initiated,2022-0371-P,2022-08-13,2022-08-30,2022-11-09,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66371,White,Male,40,,Female,Black,31
Rank Initiated,2022-0377-R,2022-08-16,2022-08-16,2022-09-26,Withdrawn,Completed,Other,FOB - Field Operations Bureau,Communications,FOB,Admin Communications,Unknown Working Status,Unknown Shift Hours,NO VIOLATION OBSERVED,,66402,White,Male,46,,,,
Rank Initiated,2022-0393-R,2022-08-18,2022-08-29,,DI-1,Forwarded,Pending,MSB - Management Services Bureau,Alternative Police Response,Alternative Police Response Unit,Staff,Re-Assigned,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66421,Black,Female,53,,,,
Rank Initiated,2022-0393-R,2022-08-18,2022-08-29,,DI-1,Forwarded,Pending,MSB - Management Services Bureau,Alternative Police Response,Alternative Police Response Unit,Staff,Re-Assigned,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,66423,,,,,,,
Public Initiated,2022-0379-P,2022-07-22,2022-09-01,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Communications,FOB,APR,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66418,Black,Male,50,,Male,White,56
Rank Initiated,2022-0400-R,2022-08-31,2022-09-02,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66469,White,Male,47,,,,
Public Initiated,2022-0383-P,2022-08-18,2022-09-07,,DI-1,Forwarded,Pending,MSB - Management Services Bureau,REC & ID,Records,Criminal Records,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66473,,,,,Female,Hispanic,31
Public Initiated,2022-0383-P,2022-08-18,2022-09-07,,DI-1,Forwarded,Pending,MSB - Management Services Bureau,REC & ID,Records,Criminal Records,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,66474,Black,Male,48,,Female,Hispanic,31
