PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2017-0357,07/13/2017,FOB - Field Operations Bureau,1st District,3rd Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Hands,L1,,Yes,Hispanic,Male,32,6,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2017-0372,07/22/2017,FOB - Field Operations Bureau,4th District,B Platoon,Patrol,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Light,Firearm (Exhibited),L1,,Yes,Black,Male,45,24,,,,,,,,,,,Escape,No
FTN2017-0389,08/01/2017,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Hands,L1,,Yes,Hispanic,Male,28,11,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2017-0434,08/22/2017,FOB - Field Operations Bureau,4th District,D.I.U.,Squad 1,Regular Working,Unknown Shift Hours,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Force (Escort Tech),L1,,Yes,White,Female,37,8,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2017-0440,08/23/2017,FOB - Field Operations Bureau,5th District,Task Force,Task Force A,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,CEW Exhibited/Laser | Hands | Firearm (Exhibited),L1 | L1 | L1,,Limited | Yes | Yes,Black | Black | Asian/Pacific Islander,Male | Male | Male,34 | 34 | 34,14 | 14 | 14,,,,,,,,,,,Flight from an Officer,No | No | No
FTN2018-0279,07/26/2018,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,34,11,,,,,,,,,,,Tactical Deployments,No
FTN2018-0354,09/24/2018,FOB - Field Operations Bureau,1st District,2nd Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands,L1,,Yes,Hispanic,Male,25,6,,,,,,,,,,,Battery on Police Officer,No
FTN2021-0412,12/27/2021,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,,Yes,Hispanic,Male,23,3,,,,,,,,,,,Flight from an Officer,No
FTN2016-0403,08/05/2016,FOB - Field Operations Bureau,5th District,A Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Force (Take Down) | Hands,L2 | L1,,Yes | Yes,Black | Hispanic,Male | Female,47 | 27,13 | 7,,,,,,,,,,,Resisting Lawful Arrest,No | No
FTN2017-0347,07/07/2017,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,55,33,,,,,,,,,,,refuse verbal commands,No
FTN2017-0405,08/09/2017,FOB - Field Operations Bureau,1st District,2nd Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,30,6,,,,,,,,,,,Other,No
FTN2018-0270,07/24/2018,FOB - Field Operations Bureau,2nd District,,RESERVE,Off Duty,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,CEW Deployment,L2,,No,White,Male,83,20,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2020-0043,02/10/2020,FOB - Field Operations Bureau,2nd District,D.I.U.,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,,No | No,White | White,Male | Female,36 | 31,9 | 7,,,,,,,,,,,refuse verbal commands,No | No
FTN2020-0064,02/25/2020,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Bourbon Street,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Call for Service,Good,Clear Conditions,Hands | Hands | Force (Neck Holds),L1 | L1 | L4,,No | No | No,Black | Black | Black,Female | Male | Male,43 | 29 | 29,18 | 4 | 4,,,,,,,,,,,refuse verbal commands,No | No | No
FTN2022-0089,03/08/2022,FOB - Field Operations Bureau,4th District,4th District,Patrol,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,,Yes | Yes | Yes,White | Black | White,Male | Male | Male,35 | 33 | 33,8 | 4 | 4,,,,,,,,,,,refuse verbal commands,No | No | No
FTN2022-0088,03/08/2022,FOB - Field Operations Bureau,5th District,K9 Section,K-9 Section,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Canine (Contact) | Firearm (Exhibited),L1 | L3 | L1,,Yes | Yes | Yes,White | White | White,Male | Male | Male,31 | 31 | 29,8 | 8 | 6,,,,,,,,,,,Flight from an Officer,No | No | No
FTN2018-0381,10/11/2018,FOB - Field Operations Bureau,1st District,K9 Section,Special Assignment,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited) | Canine (No Bite),L1 | L2,,Yes | Yes,Black | White,Male | Male,35 | 50,13 | 31,,,,,,,,,,,Tactical Deployments,No | No
FTN2020-0063,02/25/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,,Yes,White,Male,27,8,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2021-0413,12/28/2021,FOB - Field Operations Bureau,2nd District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,,Yes,White,Male,30,6,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2022-0091,03/09/2022,FOB - Field Operations Bureau,8th District,D.I.U.,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Pedestrian Stop,Good,Rainy Conditions - Light,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,,Yes | Yes,Black | White,Female | Male,39 | 43,13 | 11,,,,,,,,,,,Weapon Exhibited,No | No
FTN2022-0092,03/10/2022,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Initial,Pending,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,,Yes,White,Male,31,5,,,,,,,,,,,refuse verbal commands,No
FTN2022-0094,03/11/2022,FOB - Field Operations Bureau,6th District,Tactical Section,,Regular Working,Between 11pm-7am,Completed,UOF Justified,Serving a Warrant,Good,Rainy Conditions - Light,Rifle (Pointed),L1,,Yes,White,Male,44,16,,,,,,,,,,,refuse verbal commands,No
FTN2022-0095,03/12/2022,FOB - Field Operations Bureau,6th District,DIU Property,DIU Property DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Takedown (no injury) | Firearm (Exhibited),L1 | L1 | L1,,No | Yes | Yes,White | White | Black,Male | Male | Male,30 | 30 | 25,6 | 6 | 3,,,,,,,,,,,Weapon Exhibited,No | No | No
FTN2022-0096,03/15/2022,FOB - Field Operations Bureau,3rd District,A Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,27,4,,,,,,,,,,,Flight from an Officer,No
FTN2021-0217,07/14/2021,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,,Yes,White,Male,41,19,,,,,,,,,,,Flight from an Officer,No
FTN2016-0413,08/08/2016,ISB - Investigations and Support Bureau,Special Investigations Division,Street Gang Unit,Squad A,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,33,16,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2016-0409,08/09/2016,FOB - Field Operations Bureau,2nd District,B Platoon,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,,Yes | Yes,Black | White,Male | Male,51 | 25,21 | 8,,,,,,,,,,,Resisting Officer w/Weapon,No | No
FTN2016-0408,08/09/2016,FOB - Field Operations Bureau,1st District,A Platoon,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands,L1 | L1,,Yes | Yes,Black | Hispanic,Male | Male,53 | 28,21 | 7,,,,,,,,,,,Resisting Lawful Arrest,No | No
FTN2016-0412,08/10/2016,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,Completed,Use Of Force Authorized,Arresting,Good,Rainy Conditions - Light,Firearm (Exhibited),L1,,Yes,White,Male,29,7,,,,,,,,,,,refuse verbal commands,No
FTN2017-0334,07/01/2017,FOB - Field Operations Bureau,7th District,Day Watch,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,CEW Deployment | CEW Exhibited/Laser | Firearm (Exhibited) | CEW Exhibited/Laser,L2 | L1 | L1 | L1,,No | Yes | Yes | No,Black | Black | Black | Black,Female | Female | Male | Male,48 | 37 | 33 | 42,28 | 18 | 8 | 24,,,,,,,,,,,Resisting Lawful Arrest,No | No | No | No
FTN2017-0335,07/01/2017,FOB - Field Operations Bureau,3rd District,B Platoon,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,31,8,,,,,,,,,,,refuse verbal commands,No
FTN2017-0355,07/12/2017,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands,L1,,Yes,Black,Male,22,6,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2017-0403,08/09/2017,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Other,Poor,Clear Conditions,CEW,L4,,Yes,White,Male,40,7,,,,,,,,,,,Escape,No
FTN2021-0415,12/28/2021,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Other,L2,,No,White,Male,35,8,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2022-0097,03/16/2022,FOB - Field Operations Bureau,7th District,Second Watch,Second Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,59,31,,,,,,,,,,,refuse verbal commands,No
FTN2021-0417,12/30/2021,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Canine (No Bite) | Firearm (Exhibited),L2 | L1,,Yes | Yes,Black | Black,Male | Male,50 | 33,22 | 10,,,,,,,,,,,Flight from an Officer,No | No
FTN2021-0418,12/30/2021,FOB - Field Operations Bureau,3rd District,Staff,Staff Other,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,,Yes | Yes | Yes,Black | Hispanic | Hispanic,Male | Male | Female,40 | 31 | 26,14 | 6 | 2,,,,,,,,,,,Other,No | No | No
FTN2021-0419,12/30/2021,ISB - Investigative Services Bureau,CID,Sex Crimes,Domestic Violence,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,CEW Deployment,L2,,Yes,White,Male,40,16,,,,,,,,,,,refuse verbal commands,No
FTN2021-0420,12/31/2021,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Initial,Pending,Arresting,Good,Clear Conditions,Hands | Handcuffed Subject,L1 | L4,,Yes | Yes,White | White,Male | Male,35 | 35,8 | 8,,,,,,,,,,,Flight from an Officer | Escape,No | No
FTN2022-0098,03/17/2022,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,,Yes | Yes | Yes,White | White | White,Male | Male | Male,39 | 28 | 33,7 | 6 | 5,,,,,,,,,,,refuse verbal commands,No | No | No
FTN2022-0099,03/17/2022,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,,Yes,White,Male,48,14,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2022-0101,03/18/2022,FOB - Field Operations Bureau,7th District,B Platoon,Second Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,,Yes | Yes | Yes,Asian/Pacific Islander | White | White,Male | Male | Male,31 | 32 | 28,2 | 3 | 2,,,,,,,,,,,Flight from an Officer,No | No | No
FTN2022-0111,03/19/2022,FOB - Field Operations Bureau,8th District,Bourbon Promenade,Gen Assignment Other,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,,Yes,White,Male,39,6,,,,,,,,,,,refuse verbal commands,No
FTN2016-0410,08/10/2016,FOB - Field Operations Bureau,5th District,,Patrol,Regular Working,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,CEW Exhibited/Laser | Hands,L1 | L1,,Yes | Yes,Black | Black,Male | Female,43 | 42,15 | 21,,,,,,,,,,,Battery on Police Officer,No | Yes
FTN2016-0414,08/12/2016,FOB - Field Operations Bureau,6th District,A Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Rainy Conditions - Light,Hands | Hands | Hands,L1 | L1 | L1,,Yes | Yes | Yes,White | Black | White,Male | Male | Female,45 | 49 | 25,14 | 32 | 7,,,,,,,,,,,refuse verbal commands,No | No | No
FTN2016-0415,08/13/2016,FOB - Field Operations Bureau,3rd District,Investigations,Squad 2,,,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,45,18,,,,,,,,,,,Other,No
FTN2016-0416,08/14/2016,FOB - Field Operations Bureau,3rd District,A Platoon,,,,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Hands | Hands,L1 | L1,,Yes | Yes,White | Hispanic,Male | Male,38 | 51,14 | 15,,,,,,,,,,,Other,No | No
FTN2017-0369,07/20/2017,FOB - Field Operations Bureau,8th District,B Platoon,,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Hispanic,Male,29,7,,,,,,,,,,,Other,No
FTN2017-0412,08/13/2017,FOB - Field Operations Bureau,8th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,26,6,,,,,,,,,,,Other,No
FTN2020-0070,03/05/2020,FOB - Field Operations Bureau,1st District,D.I.U.,Property,Paid Detail,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,,Yes,Black,Male,37,15,,,,,,,,,,,Flight from an Officer,No
FTN2022-0117,03/21/2022,FOB - Field Operations Bureau,2nd District,Second Watch,Second Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Hands | Takedown (w/injury) | Hands | - Hands (with injury),L1 | L1 | L2 | L1 | L2,,Yes | No | Yes | No | Yes,Black | Black | Black | White | White,Female | Male | Male | Male | Male,31 | 34 | 34 | 25 | 25,5 | 3 | 3 | 3 | 3,,,,,,,,,,,Resisting Lawful Arrest,No | No | No | Yes | Yes
FTN2022-0105,03/21/2022,FOB - Field Operations Bureau,7th District,,,,,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,32,3,,,,,,,,,,,Flight from an Officer,No
FTN2017-0388,08/01/2017,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Hands | Force (Take Down) | Hands,L1 | L2 | L1,,Yes | Yes | Yes,Black | Black | White,Female | Female | Male,34 | 34 | 48,13 | 13 | 28,,,,,,,,,,,Resisting Lawful Arrest,Yes | Yes | Yes
FTN2017-0391,08/01/2017,FOB - Field Operations Bureau,1st District,Narcotics,,Resigned,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,Force (Take Down) | Firearm (Exhibited),L2 | L1,,Yes | Yes,Black | Black,Female | Male,30 | 34,8 | 6,,,,,,,,,,,Flight from an Officer,No | No
FTN2017-0390,08/01/2017,FOB - Field Operations Bureau,4th District,Task Force,B,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,Other,L1,,Yes,Black,Female,37,9,,,,,,,,,,,Other,No
FTN2017-0409,08/12/2017,FOB - Field Operations Bureau,4th District,,,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,,Yes | Yes,Black | Black,Male | Male,43 | 29,16 | 7,,,,,,,,,,,Other,No | No
FTN2017-0427,08/19/2017,FOB - Field Operations Bureau,6th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,Hands,L1,,Yes,Black,Male,27,6,,,,,,,,,,,refuse verbal commands,No
FTN2017-0431,08/20/2017,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,CEW Exhibited/Laser | Head Strike (No Wep) | Force (Take Down) | Force (Take Down),L1 | L3 | L2 | L2,,Limited | Yes | Yes | Yes,White | White | White | White,Male | Male | Male | Male,27 | 27 | 31 | 33,8 | 8 | 8 | 8,,,,,,,,,,,Resisting Lawful Arrest,No | No | No | No
FTN2017-0453,08/31/2017,ISB - Investigations and Support Bureau,Special Investigations Division,Street Gang Unit,Squad A,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,White,Male,29,13,,,,,,,,,,,Resisting Lawful Arrest,No
FTN2022-0261,07/18/2022,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,,Yes | Yes,Black | White,Male | Male,50 | 36,26 | 6,,,,,,,,,,,Flight from an Officer,No | No
FTN2016-0417,08/15/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,,,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,,Yes | Yes | Yes,White | Black | Black,Male | Male | Male,38 | 27 | 48,16 | 13 | 20,,,,,,,,,,,Other,No | No | No
FTN2019-0368,12/02/2019,FOB - Field Operations Bureau,5th District,,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,,Yes | Yes | Yes,Asian/Pacific Islander | Black | Black,Male | Male | Female,36 | 30 | 34,14 | 8 | 6,,,,,,,,,,,Flight from an Officer,No | No | No
FTN2020-0075,03/11/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands | Force (Defense Tech) | Hands | Hands,L1 | L2 | L1 | L1,,Yes | Yes | Yes | Yes,Black | Black | White | White,Male | Male | Male | Male,39 | 39 | 37 | 32,14 | 14 | 6 | 5,,,,,,,,,,,Resisting Lawful Arrest,No | No | No | No
FTN2022-0104,03/21/2022,FOB - Field Operations Bureau,Special Operations Division,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,,Yes | Yes,White | Black,Male | Male,34 | 28,6 | 6,,,,,,,,,,,refuse verbal commands,No | No
FTN2022-0106,03/23/2022,FOB - Field Operations Bureau,Special Operations Division,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Force (Escort Tech) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1 | L1 | L1,,Yes | Yes | Yes | Yes | Yes,White | Black | Black | Black | Black,Male | Male | Male | Male | Female,34 | 50 | 50 | 38 | 44,13 | 22 | 22 | 18 | 21,,,,,,,,,,,Flight from an Officer,No | No | No | No | No
